slope_id,road,ic_from,ic_to,direction,kp_from,kp_to,kp_center,length_m,tiers,lat,lon
NORI_0264,新東名高速道路,森掛川,浜松浜北,下り線,170.956,171.02,170.988,64.0,3,34.82353961078633,137.9362255157084
NORI_0265,新東名高速道路,森掛川,浜松浜北,上り線,171.165,171.207,171.18599999999998,42.0,1,34.82320012149251,137.93403928285608
NORI_0266,新東名高速道路,森掛川,浜松浜北,下り線,171.673,171.768,171.72050000000002,95.0,3,34.822623736559684,137.92807477141233
NORI_0267,新東名高速道路,森掛川,浜松浜北,下り線,173.255,173.89,173.5725,635.0,3,34.82471325714389,137.90754267659366
NORI_0268,新東名高速道路,森掛川,浜松浜北,上り線,173.258,173.89,173.574,632.0,4,34.82471744626216,137.9075265995351
NORI_0269,新東名高速道路,森掛川,浜松浜北,下り線,173.89,174.018,173.954,128.0,3,34.825915951750886,137.90351258664018
NORI_0270,新東名高速道路,森掛川,浜松浜北,上り線,173.89,173.97,173.93,80.0,2,34.82583304204309,137.90376286066495
NORI_0271,新東名高速道路,森掛川,浜松浜北,下り線,174.697,175.067,174.882,370.0,4,34.82854052951966,137.8936063128816
NORI_0272,新東名高速道路,森掛川,浜松浜北,上り線,174.768,174.988,174.878,220.0,7,34.82853325925446,137.89365041447417
NORI_0273,新東名高速道路,森掛川,浜松浜北,上り線,175.301,175.432,175.36649999999997,131.0,5,34.828998,137.88820164413843
NORI_0274,新東名高速道路,森掛川,浜松浜北,下り線,175.348,175.468,175.40800000000002,120.0,4,34.828998,137.88773495122143
NORI_0275,新東名高速道路,森掛川,浜松浜北,上り線,175.651,175.718,175.6845,67.0,2,34.82891387361299,137.88463145795228
NORI_0276,新東名高速道路,森掛川,浜松浜北,下り線,175.744,175.826,175.785,82.0,1,34.82878074007344,137.88351297435554
NORI_0277,新東名高速道路,森掛川,浜松浜北,上り線,175.775,175.901,175.83800000000002,126.0,2,34.828710530346115,137.88292312728464
NORI_0278,新東名高速道路,森掛川,浜松浜北,上り線,176.293,176.383,176.33800000000002,90.0,1,34.82765895274307,137.87745468666705
NORI_0279,新東名高速道路,森掛川,浜松浜北,下り線,176.407,176.429,176.418,22.0,1,34.827456111792515,137.87658965190525
NORI_0280,新東名高速道路,森掛川,浜松浜北,下り線,176.484,176.735,176.60950000000003,251.0,5,34.82693839723088,137.87453059900574
NORI_0281,新東名高速道路,森掛川,浜松浜北,上り線,176.544,176.818,176.681,274.0,7,34.826749966679444,137.8737600846714
NORI_0282,新東名高速道路,森掛川,浜松浜北,下り線,176.735,177.027,176.881,292.0,3,34.826255745094016,137.87159311310455
NORI_0283,新東名高速道路,森掛川,浜松浜北,上り線,176.818,177.19,177.00400000000002,372.0,6,34.825986221375004,137.87024998945176
NORI_0284,新東名高速道路,森掛川,浜松浜北,下り線,177.838,178.042,177.94,204.0,1,34.82516589238358,137.85981270297498
NORI_0285,新東名高速道路,森掛川,浜松浜北,上り線,177.956,178.03,177.993,74.0,1,34.8251829585489,137.85921726917596
NORI_0286,新東名高速道路,森掛川,浜松浜北,上り線,177.958,178.028,177.993,70.0,1,34.8251829585489,137.85921726917596
NORI_0287,新東名高速道路,森掛川,浜松浜北,上り線,178.03,178.27,178.15,240.0,1,34.825335168884116,137.85746154946355
NORI_0288,新東名高速道路,森掛川,浜松浜北,下り線,178.042,178.27,178.156,228.0,1,34.8253409858396,137.85739445189492
NORI_0289,新東名高速道路,森掛川,浜松浜北,上り線,178.11,178.39,178.25,280.0,5,34.82543211814222,137.85634325665308
NORI_0290,新東名高速道路,森掛川,浜松浜北,下り線,178.358,178.555,178.4565,197.0,2,34.82570201726233,137.85404898801372
NORI_0291,新東名高速道路,森掛川,浜松浜北,上り線,178.37,178.57,178.47,200.0,2,34.8257322145219,137.8539017020365
NORI_0292,新東名高速道路,森掛川,浜松浜北,下り線,178.555,178.898,178.7265,343.0,5,34.8263059624538,137.8511032684693
NORI_0293,新東名高速道路,森掛川,浜松浜北,上り線,178.57,178.853,178.7115,283.0,2,34.826272409943165,137.85126691955512
NORI_0294,新東名高速道路,森掛川,浜松浜北,上り線,178.59,178.84,178.715,250.0,5,34.82628023886231,137.85122873430177
NORI_0295,新東名高速道路,森掛川,浜松浜北,下り線,178.898,179.176,179.03699999999998,278.0,1,34.82722548485033,137.84780075054866
NORI_0296,新東名高速道路,森掛川,浜松浜北,上り線,179.053,179.235,179.144,182.0,4,34.827570931221175,137.8466734876462
NORI_0297,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,185.103,185.266,185.1845,163.0,2,34.838928836490894,137.7835836037722
NORI_0298,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,185.115,185.348,185.2315,233.0,4,34.83887397117806,137.7831016300204
NORI_0299,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,185.479,185.51,185.49450000000002,31.0,3,34.83854387956695,137.78040876957579
NORI_0300,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,185.488,185.518,185.503,30.0,2,34.838532782987386,137.78032181480896
NORI_0301,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,185.537,185.952,185.74450000000002,415.0,4,34.83820855789522,137.77785301209624
NORI_0302,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,185.539,185.912,185.7255,373.0,3,34.83823424490533,137.7780472103893
NORI_0303,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,185.954,185.987,185.97050000000002,33.0,1,34.83793818065953,137.7755373078329
NORI_0304,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,186.273,186.683,186.478,410.0,2,34.83767315122254,137.7702971893618
NORI_0305,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,186.308,186.659,186.4835,351.0,3,34.83767707695223,137.77024045029984
NORI_0306,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,186.766,187.15,186.958,384.0,3,34.838134064863986,137.76536529015635
NORI_0307,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,186.815,187.15,186.98250000000002,335.0,2,34.83817338444905,137.76511621093226
NORI_0308,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,187.15,187.603,187.37650000000002,453.0,3,34.83903375794164,137.76117981594544
NORI_0309,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,187.15,187.603,187.37650000000002,453.0,3,34.83903375794164,137.76117981594544
NORI_0310,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,187.785,188.217,188.001,432.0,4,34.840623677166256,137.7550115056423
NORI_0311,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,187.837,188.677,188.257,840.0,1,34.84131172385547,137.75249727194478
NORI_0312,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,188.217,189.947,189.082,1730.0,4,34.843527745805865,137.74439433359527
NORI_0313,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,189.867,189.942,189.90449999999998,75.0,1,34.84570882423974,137.73630383932348
NORI_0314,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,189.987,190.007,189.997,20.0,1,34.84595979051325,137.7353962443608
NORI_0315,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,190.3,190.497,190.3985,197.0,4,34.84704567037051,137.73145534913868
NORI_0316,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,190.302,190.451,190.3765,149.0,6,34.84698636585674,137.73167137046326
NORI_0317,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上下線共有,190.507,190.627,190.567,120.0,3,34.8474998890328,137.7298008221755
NORI_0318,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,190.778,190.827,190.8025,49.0,1,34.848138593143155,137.72749002682755
NORI_0319,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上下線共有,191.062,191.087,191.0745,25.0,1,34.84890536126215,137.7248331931984
NORI_0320,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,191.147,191.597,191.372,450.0,1,34.849734818903855,137.72192343372305
NORI_0321,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,191.356,191.615,191.4855,259.0,1,34.8500396893653,137.7208084788926
NORI_0322,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,191.597,191.957,191.777,360.0,3,34.850823475792126,137.71794528161183
NORI_0323,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,191.615,191.838,191.7265,223.0,2,34.850687035455266,137.71844104176358
NORI_0324,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,191.838,192.067,191.9525,229.0,3,34.85130256349006,137.71622438559763
NORI_0325,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,191.87,191.946,191.90800000000002,76.0,1,34.851181085412804,137.71666073814822
NORI_0326,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上下線共有,192.028,192.107,192.0675,79.0,4,34.85161649559982,137.71509673293872
NORI_0327,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上下線共有,195.241,195.296,195.26850000000002,55.0,2,34.862027752747,137.68461231602913
NORI_0328,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,195.218,195.262,195.24,44.0,2,34.86189939388144,137.68486258722348
NORI_0329,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,195.241,195.258,195.2495,17.0,2,34.861942180169954,137.68477916349204
NORI_0330,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上下線共有,195.287,195.407,195.347,120.0,2,34.862381302604774,137.68392297256403
NORI_0331,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,195.254,195.365,195.3095,111.0,3,34.86221240936061,137.68425227676713
NORI_0332,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,195.265,195.441,195.353,176.0,3,34.86240832552384,137.68387028389157
NORI_0333,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,195.383,195.437,195.41000000000003,54.0,3,34.8626784133,137.68338077597474
NORI_0334,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,195.432,195.49,195.461,58.0,2,34.86293457264018,137.68295476377745
NORI_0335,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,195.471,195.571,195.52100000000002,100.0,1,34.863235936569794,137.68245357295706
NORI_0336,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上下線共有,195.504,195.522,195.51299999999998,18.0,1,34.863195754712514,137.6825203983998
NORI_0337,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上下線共有,195.527,195.717,195.622,190.0,1,34.86374323251798,137.68160990174277
NORI_0338,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,195.606,195.641,195.62349999999998,35.0,1,34.86375076661623,137.68159737197226
NORI_0339,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上下線共有,195.717,195.776,195.74650000000003,59.0,3,34.86436856267194,137.6805699307905
NORI_0340,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,195.787,195.871,195.829,84.0,4,34.864782938075166,137.6798807934125
NORI_0341,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,196.309,196.439,196.374,130.0,1,34.86781571147612,137.67561703653124
NORI_0342,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,196.44,196.481,196.4605,41.0,5,34.86830422215112,137.6749478091372
NORI_0343,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上下線共有,197.2,197.254,197.22699999999998,54.0,2,34.87304042289822,137.6695104208607
NORI_0344,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,下り線,197.252,197.277,197.2645,25.0,1,34.87328106387101,137.66925582766794
NORI_0345,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上下線共有,197.219,197.271,197.245,52.0,1,34.873155876194275,137.66938814137865
NORI_0346,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上下線共有,197.365,197.517,197.441,152.0,1,34.87441455751146,137.66805874779888
NORI_0347,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,197.371,197.467,197.419,96.0,5,34.87427327218517,137.66820795888736
NORI_0348,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上り線,197.784,197.824,197.804,40.0,1,34.876799612818175,137.66568029456133
NORI_0349,新東名高速道路,浜松浜北,浜松いなさＪＣＴ,上下線共有,197.816,197.835,197.8255,19.0,2,34.87694852893439,137.6655512927874
NORI_0350,新東名高速道路,浜松いなさＪＣＴ,新城,上下線無関係,199.408,199.658,199.533,250.0,3,34.887662511903784,137.65169166524873
NORI_0351,新東名高速道路,浜松いなさＪＣＴ,新城,上下線無関係,199.425,199.481,199.453,56.0,3,34.88725494822189,137.65251336631115
NORI_0352,新東名高速道路,浜松いなさＪＣＴ,新城,上下線無関係,199.589,199.658,199.62349999999998,69.0,2,34.88808801826987,137.65073802213536
NORI_0353,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,201.764,201.809,201.7865,0,1,34.89613449882156,137.62685413428244
NORI_0354,新東名高速道路,浜松いなさＪＣＴ,新城,上下線無関係,199.707,199.815,199.761,108.0,6,34.88868971555656,137.64926015361928
NORI_0355,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,199.74,199.957,199.8485,217.0,1,34.88902195772438,137.64829111392783
NORI_0356,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,199.83,200.02,199.925,190.0,3,34.889312432305395,137.64744389636903
NORI_0357,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,199.838,199.957,199.89749999999998,119.0,4,34.88920801333837,137.6477484517006
NORI_0358,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,199.88,200.057,199.9685,177.0,1,34.88946483503868,137.64695628281908
NORI_0359,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,200.057,200.117,200.087,60.0,9,34.8898364832851,137.64560797687636
NORI_0360,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,199.957,200.117,200.03699999999998,160.0,5,34.88967966967902,137.64617688233744
NORI_0361,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,200.117,200.398,200.2575,281.0,9,34.890342268228636,137.64365685572486
NORI_0362,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,200.117,200.258,200.1875,141.0,11,34.890146760878295,137.64446258220667
NORI_0363,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,200.283,200.423,200.353,140.0,2,34.890608996113755,137.64255761459606
NORI_0364,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,200.458,200.523,200.4905,65.0,5,34.89098431132049,137.64097182526805
NORI_0365,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,200.488,200.513,200.5005,25.0,1,34.89101153957331,137.64085647107143
NORI_0366,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,200.553,200.623,200.588,70.0,3,34.89124978678554,137.6398471218509
NORI_0367,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,201.243,201.303,201.273,60.0,2,34.893523308889165,137.6321199984461
NORI_0368,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,201.383,201.443,201.413,60.0,3,34.89415036123458,137.63062369979593
NORI_0369,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,201.548,201.713,201.63049999999998,165.0,10,34.895254960537414,137.6283891069525
NORI_0370,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,201.703,201.763,201.733,60.0,1,34.89582929593962,137.62737736359543
NORI_0371,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,201.738,201.763,201.7505,25.0,1,34.89592730677187,137.627204587281
NORI_0372,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,201.983,202.043,202.013,60.0,4,34.897526757563895,137.6247305922605
NORI_0373,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,202.003,202.063,202.033,60.0,4,34.89765685426297,137.62455036074653
NORI_0374,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,202.123,202.183,202.153,60.0,3,34.89843743445743,137.62346897166276
NORI_0375,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,202.123,202.183,202.153,60.0,4,34.89843743445743,137.62346897166276
NORI_0376,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,202.483,202.523,202.503,40.0,1,34.90075353017544,137.62035809037894
NORI_0377,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,202.448,202.533,202.4905,85.0,9,34.900670223853034,137.62046854839554
NORI_0378,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,202.533,202.538,202.5355,5.0,1,34.9009701266137,137.62007089953582
NORI_0379,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,202.638,202.743,202.6905,105.0,4,34.9020171058526,137.6187171747692
NORI_0380,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,202.553,202.723,202.638,170.0,9,34.9016601160613,137.61917299237535
NORI_0381,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,202.773,202.883,202.828,110.0,4,34.90295551859069,137.6175274366361
NORI_0382,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,202.723,202.843,202.78300000000002,120.0,5,34.90264608786584,137.61791406755836
NORI_0383,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,203.048,203.223,203.1355,175.0,4,34.905073770849,137.6148899866996
NORI_0384,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,203.033,203.193,203.113,160.0,7,34.90492141546507,137.6150860877446
NORI_0385,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,203.193,203.298,203.2455,105.0,4,34.9058186193927,137.61393127047964
NORI_0386,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,204.068,204.208,204.138,140.0,3,34.9107327702445,137.6051063817998
NORI_0387,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,204.058,204.173,204.1155,115.0,2,34.91063587730715,137.6053493163618
NORI_0388,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,206.833,206.918,206.8755,85.0,7,34.91741821735349,137.57335186933508
NORI_0389,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,207.568,207.673,207.6205,105.0,5,34.91891462442758,137.56459454268955
NORI_0390,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,207.703,207.953,207.828,250.0,6,34.919373566670494,137.5621668499976
NORI_0391,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,209.403,209.613,209.50799999999998,210.0,2,34.92469157120718,137.54310294631526
NORI_0392,新東名高速道路,浜松いなさＪＣＴ,新城,上り線,209.403,209.603,209.503,200.0,4,34.9246816809415,137.54316176444013
NORI_0393,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,209.633,209.833,209.733,200.0,1,34.92509216951366,137.54044566749573
NORI_0394,新東名高速道路,浜松いなさＪＣＴ,新城,下り線,209.833,209.943,209.888,110.0,1,34.925370944753574,137.53861566110604
